Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Fld,Off,Def,WAR,playerid
Jose Marmolejos,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.261,0.314,0.401,0.715,0.304,83,0,0,0,0,0,sa598311
Chris Carter,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.307,0.455,0.762,0.32,99,0,0,0,0,0,9911
Caleb Hamilton,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.215,0.281,0.339,0.621,0.268,63,0,0,0,0,0,sa738961
Ryan Lidge,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.216,0.28,0.333,0.614,0.267,63,0,0,0,0,0,sa738984
Jabari Blash,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.316,0.405,0.721,0.309,90,0,0,0,0,0,11247
Emmanuel Rivera,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.258,0.296,0.376,0.672,0.286,73,0,0,0,0,0,sa875798
Justin Toerner,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.315,0.367,0.683,0.295,83,0,0,0,0,0,sa3006735
Junior Lake,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.318,0.395,0.713,0.305,89,0,0,0,0,0,4672
Trey Amburgey,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.282,0.412,0.694,0.291,79,0,0,0,0,0,sa875629
Denard Span,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.319,0.401,0.72,0.309,89,0,0,0,0,0,8347
Vince Fernandez,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.247,0.318,0.45,0.768,0.322,83,0,0,0,0,0,sa873990
Jace Peterson,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.241,0.326,0.377,0.703,0.305,84,0,0,0,0,0,12325
Tim Federowicz,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.291,0.373,0.664,0.284,65,0,0,0,0,0,8609
Khalil Lee,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.314,0.363,0.676,0.294,79,0,0,0,0,0,sa917996
Luis Gonzalez,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.299,0.375,0.674,0.289,79,0,0,0,0,0,sa3002721
Tyler Austin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.3,0.433,0.734,0.308,89,0,0,0,0,0,11850
Daniel Mayora,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.247,0.301,0.373,0.674,0.289,76,0,0,0,0,0,sa291160
Peter Maris,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.234,0.293,0.346,0.638,0.276,71,0,0,0,0,0,sa877608
Danny Valencia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.313,0.423,0.735,0.311,91,0,0,0,0,0,6364
Mitch Longo,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.256,0.307,0.387,0.695,0.297,79,0,0,0,0,0,sa874178
Michael Reed,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.322,0.359,0.681,0.297,82,0,0,0,0,0,13228
Taylor Grzelakowski,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.221,0.284,0.333,0.617,0.267,62,0,0,0,0,0,sa3005298
Joey Meneses,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.304,0.392,0.696,0.295,81,0,0,0,0,0,sa604598
Mason McCoy,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.298,0.339,0.638,0.276,67,0,0,0,0,0,sa3002758
Christian Bethancourt,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.272,0.38,0.652,0.276,70,0,0,0,0,0,10028
Pavin Smith,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.262,0.325,0.413,0.738,0.314,91,0,0,0,0,0,sa829595
Phillip Evans,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.311,0.38,0.691,0.297,82,0,0,0,0,0,12950
David Vidal,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.299,0.369,0.668,0.287,75,0,0,0,0,0,sa548470
Jacob Wilson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.23,0.298,0.369,0.667,0.287,75,0,0,0,0,0,sa658158
Zack Short,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.208,0.298,0.347,0.645,0.281,70,0,0,0,0,0,sa873287
Chase Calabuig,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.312,0.342,0.654,0.286,79,0,0,0,0,0,sa3006927
Josh Lowe,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.292,0.373,0.665,0.285,78,0,0,0,0,0,sa917926
Irving Lopez,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245,0.298,0.366,0.664,0.285,76,0,0,0,0,0,sa3002878
Hunter Owen,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.283,0.395,0.678,0.287,76,0,0,0,0,0,sa918597
Jared James,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.247,0.303,0.387,0.69,0.295,80,0,0,0,0,0,sa829527
Josh Lester,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.226,0.286,0.383,0.669,0.283,72,0,0,0,0,0,sa658811
Matt Davidson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.217,0.286,0.415,0.701,0.296,84,0,0,0,0,0,7226
Ryan McKenna,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.241,0.309,0.371,0.679,0.293,78,0,0,0,0,0,sa875055
Yariel Gonzalez,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.294,0.377,0.671,0.284,76,0,0,0,0,0,sa920278
Roberto Ramos,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.261,0.33,0.469,0.799,0.334,91,0,0,0,0,0,sa829199
Julian Leon,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.191,0.278,0.316,0.594,0.262,61,0,0,0,0,0,sa739577
Kevin Smith,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.219,0.263,0.383,0.646,0.272,66,0,0,0,0,0,sa915864
Kramer Robertson,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.226,0.303,0.325,0.628,0.277,70,0,0,0,0,0,sa857820
Adam Jones,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.259,0.305,0.423,0.729,0.307,88,0,0,0,0,0,6368
Martin Cervenka,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.276,0.345,0.621,0.267,61,0,0,0,0,0,sa492636
Jared Oliva,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.254,0.31,0.375,0.685,0.295,81,0,0,0,0,0,sa915844
Jesus Sucre,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.292,0.36,0.652,0.279,70,0,0,0,0,0,5942
Mike Marjama,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.28,0.365,0.645,0.276,68,0,0,0,0,0,12594
William Contreras,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.288,0.351,0.639,0.274,65,0,0,0,0,0,sa872847
Mark Payton,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.305,0.405,0.71,0.302,81,0,0,0,0,0,sa549855
J.C. Millan,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.242,0.29,0.369,0.659,0.282,75,0,0,0,0,0,sa922148
Connor Joe,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.313,0.368,0.681,0.295,83,0,0,0,0,0,16572
Matt Szczur,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.237,0.314,0.392,0.705,0.303,84,0,0,0,0,0,11255
Jonathan India,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.305,0.376,0.682,0.292,75,0,0,0,0,0,sa3008178
Moises Sierra,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.259,0.328,0.39,0.717,0.308,86,0,0,0,0,0,6050
Joey Rickard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.311,0.377,0.688,0.296,84,0,0,0,0,0,13277
Jack Kruger,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.23,0.279,0.324,0.603,0.261,61,0,0,0,0,0,sa918429
Miles Mastrobuoni,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.305,0.328,0.633,0.276,72,0,0,0,0,0,sa918318
Damek Tomscha,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.287,0.36,0.646,0.277,72,0,0,0,0,0,sa550391
Ian Sagdal,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.258,0.305,0.375,0.68,0.292,75,0,0,0,0,0,sa875695
J.J. Matijevic,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.279,0.393,0.672,0.284,78,0,0,0,0,0,sa829488
Juan Yepez,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.289,0.376,0.665,0.283,75,0,0,0,0,0,sa877505
Jazz Chisholm,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.211,0.274,0.365,0.639,0.273,69,0,0,0,0,0,sa919327
Drew Ellis,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.298,0.375,0.672,0.289,75,0,0,0,0,0,sa3004687
Josh Tobias,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.255,0.304,0.362,0.667,0.287,72,0,0,0,0,0,sa599333
Kyle Holder,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.287,0.343,0.63,0.272,66,0,0,0,0,0,sa857840
Jorge Bonifacio,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.298,0.401,0.699,0.297,82,0,0,0,0,0,12174
Jhonny Pereda,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.298,0.325,0.623,0.272,64,0,0,0,0,0,sa735866
Nick Longhi,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.253,0.301,0.395,0.696,0.296,78,0,0,0,0,0,sa738434
Lars Nootbaar,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.246,0.306,0.374,0.68,0.292,81,0,0,0,0,0,sa3006649
Eric Wood,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.284,0.381,0.665,0.284,73,0,0,0,0,0,sa602394
Tyler Friis,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.3,0.338,0.638,0.277,65,0,0,0,0,0,sa915593
Michael Osinski,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245,0.303,0.359,0.662,0.286,71,0,0,0,0,0,sa3004298
Luis Villegas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.274,0.348,0.622,0.267,62,0,0,0,0,0,sa547944
Ali Castillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.259,0.297,0.347,0.643,0.277,68,0,0,0,0,0,sa507143
Gavin Sheets,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.244,0.306,0.393,0.7,0.299,87,0,0,0,0,0,sa829797
Carlos Gomez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.302,0.401,0.702,0.3,84,0,0,0,0,0,4881
Nick Franklin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.232,0.3,0.372,0.673,0.29,77,0,0,0,0,0,10166
Rosell Herrera,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.304,0.363,0.667,0.288,77,0,0,0,0,0,11611
Taylor Gushue,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.28,0.362,0.642,0.274,63,0,0,0,0,0,sa827360
Mikey White,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.28,0.335,0.615,0.266,65,0,0,0,0,0,sa658966
Alan Trejo,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.265,0.303,0.405,0.709,0.301,69,0,0,0,0,0,sa3002726
Jim Haley,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.236,0.275,0.365,0.64,0.273,70,0,0,0,0,0,sa918418
Jefry Marte,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.299,0.422,0.721,0.305,87,0,0,0,0,0,5107
Sicnarf Loopstok,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.205,0.28,0.345,0.624,0.268,59,0,0,-0.1,0,0,sa737949
Christian Colon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.257,0.321,0.363,0.684,0.297,78,0,0,0,0,0,11145
Kody Clemens,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.289,0.365,0.654,0.28,70,0,0,0,0,0,sa3008002
Ernie De La Trinidad,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245,0.304,0.368,0.672,0.289,77,0,0,0,0,0,sa3003955
Edgar Corcino,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.254,0.305,0.386,0.691,0.294,76,0,0,0,0,0,sa502309
C.J. Hinojosa,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.245,0.299,0.35,0.65,0.28,68,0,0,0,0,0,sa658616
Heliot Ramos,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.297,0.38,0.677,0.289,80,0,0,0,0,0,sa3004693
Carmen Benedetti,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.297,0.354,0.651,0.282,76,0,0,0,0,0,sa918269
Dylan Cozens,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.286,0.392,0.678,0.288,81,0,0,0,0,0,15115
Jason Vosler,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.218,0.284,0.376,0.66,0.282,73,0,0,0,0,0,sa829190
Gabriel Cancel,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.285,0.375,0.66,0.28,70,0,0,0,0,0,sa875231
Taylor Jones,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.23,0.305,0.385,0.69,0.296,86,0,0,0,0,0,sa876202
Chris Chinea,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.271,0.349,0.62,0.265,62,0,0,0,0,0,sa827344
Dario Pizzano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.244,0.309,0.371,0.68,0.292,78,0,0,0,0,0,sa658253
Ryan Goins,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.234,0.294,0.352,0.646,0.278,74,0,0,0,0,0,9807
Drew Ward,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.218,0.286,0.371,0.657,0.282,71,0,0,0,0,0,sa737690
Brett Netzer,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.302,0.357,0.659,0.284,70,0,0,0,0,0,sa3004804
Mike Papi,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.314,0.361,0.675,0.293,76,0,0,0,0,0,sa599318
Jason Delay,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.275,0.347,0.621,0.267,62,0,0,0,0,0,sa857222
Michael Wing,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.235,0.284,0.382,0.666,0.282,72,0,0,0,0,0,sa392185
Drew Waters,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.257,0.303,0.394,0.697,0.296,79,0,0,0,0,0,sa3004378
Zander Wiel,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.241,0.297,0.42,0.717,0.302,85,0,0,0,0,0,sa857249
Stephen Alemais,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.299,0.334,0.633,0.275,68,0,0,0,0,0,sa874070
Max Schrock,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.303,0.343,0.645,0.28,72,0,0,0,0,0,sa658670
Mike Freeman,Indians,3,13,12,3,1,0,0,1,1,1,3,0,0,0,0.241,0.308,0.339,0.647,0.283,69,0,0,-0.5,0,0,11241
Jantzen Witte,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.242,0.3,0.359,0.659,0.285,70,0,0,0,0,0,sa738324
Juan Perez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0.281,0.353,0.634,0.272,65,0,0,0,0,0,sa599306
Mitch Walding,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.198,0.3,0.352,0.652,0.284,73,0,0,0,0,0,13006
Evan Mendoza,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.296,0.355,0.651,0.28,72,0,0,0,0,0,sa3002836
Rusney Castillo,Red Sox,2,7,6,2,0,0,0,1,1,0,1,0,0,0,0.279,0.316,0.411,0.727,0.309,86,0,0,-0.1,-0.1,0,17016
Jose Rondon,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.235,0.284,0.385,0.669,0.284,72,0,0,0,0,0,14140
Brock Lundquist,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.293,0.374,0.667,0.285,75,0,0,0,0,0,sa3002834
Ben Ruta,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.296,0.369,0.665,0.285,75,0,0,0,0,0,sa918694
David Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.209,0.268,0.32,0.588,0.255,58,0,0,-0.1,0,0,sa735825
Alan Espinoza,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.266,0.358,0.624,0.265,61,0,0,-0.1,0,0,sa543678
Francisco Pena,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.274,0.38,0.654,0.276,70,0,0,0,0,0,8298
Abiatal Avelino,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.242,0.28,0.361,0.64,0.272,68,0,0,0,0,0,15496
Ernie Clement,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.254,0.298,0.334,0.632,0.274,64,0,0,0,0,0,sa915732
Jhoan Urena,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.282,0.351,0.633,0.273,69,0,0,0,0,0,sa657511
Marcus Wilson,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.298,0.385,0.682,0.292,75,0,0,0,0,0,sa828703
Chris Sharpe,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.298,0.382,0.68,0.291,78,0,0,0,0,0,sa3004726
Luis Valbuena,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.212,0.292,0.401,0.693,0.293,79,0,0,0,0,0,4969
Christopher Bostick,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.241,0.298,0.361,0.659,0.284,73,0,0,0,0,0,13718
Jesus Castillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.232,0.302,0.358,0.659,0.284,73,0,0,0,0,0,sa508184
D.J. Peterson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.275,0.367,0.642,0.273,69,0,0,0,0,0,sa549926
Daniel Sweet,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.304,0.365,0.669,0.289,77,0,0,0,0,0,sa658561
Mikie Mahtook,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.296,0.412,0.708,0.299,82,0,0,0,0,0,13130
Bryan De La Cruz,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.293,0.36,0.653,0.28,75,0,0,0,0,0,sa828304
Tyler Ramirez,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.303,0.338,0.641,0.28,75,0,0,0,0,0,sa873260
Curtis Granderson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.216,0.31,0.393,0.703,0.302,85,0,0,0,0,0,4747
Renae Martinez,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.281,0.34,0.62,0.268,61,0,0,-0.1,0,0,sa3004255
John Andreoli,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.227,0.321,0.35,0.671,0.294,77,0,0,0,0,0,13012
Leandro Castro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.241,0.286,0.4,0.686,0.29,77,0,0,0,0,0,sa455746
Jordan Tarsovich,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.215,0.29,0.33,0.62,0.271,69,0,0,0,0,0,sa857752
Austin Bossart,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.208,0.272,0.323,0.595,0.259,61,0,0,-0.1,0,0,sa875667
Kevin Medrano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.256,0.302,0.349,0.651,0.28,71,0,0,0,0,0,sa577957
Frank Schwindel,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.257,0.293,0.426,0.718,0.301,85,0,0,0,0,0,15351
Patrick Kivlehan,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.286,0.413,0.699,0.294,81,0,0,0,0,0,13910
Xorge Carrillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.221,0.276,0.336,0.612,0.264,60,0,0,-0.1,0,0,sa392212
Jarrett Parker,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.208,0.301,0.384,0.685,0.292,83,0,0,0,0,0,11624
Rafael Ortega,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.316,0.382,0.698,0.299,81,0,0,0,0,0,10323
Sebastian Valle,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.207,0.273,0.338,0.611,0.264,60,0,0,-0.1,0,0,sa455750
Ivan Castillo,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.246,0.283,0.35,0.633,0.271,66,0,0,0,0,0,sa657222
Billy Fleming,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.293,0.355,0.648,0.279,70,0,0,0,0,0,sa836204
Jan Vazquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.209,0.283,0.319,0.602,0.264,60,0,0,-0.1,0,0,sa501536
Reynaldo Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.298,0.426,0.723,0.303,86,0,0,0,0,0,sa329131
Luis Lara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.228,0.288,0.361,0.649,0.279,70,0,0,0,0,0,sa917185
Brennon Lund,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.239,0.294,0.358,0.652,0.28,74,0,0,0,0,0,sa857730
Eric Peterson,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.229,0.281,0.368,0.649,0.276,71,0,0,0,0,0,sa3004405
Tyler Saladino,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,0.292,0.365,0.656,0.283,72,0,0,0,0,0,10807
Weston Wilson,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.226,0.287,0.38,0.667,0.284,71,0,0,0,0,0,sa873690
Jose Briceno,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.249,0.336,0.584,0.25,53,0,0,-0.1,0,0,13151
Dalton Kelly,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.234,0.314,0.356,0.67,0.292,83,0,0,0,0,0,sa876363
Tyler Payne,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.223,0.269,0.353,0.623,0.266,60,0,0,-0.1,0,0,sa876024
Johan Mieses,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.28,0.402,0.682,0.288,76,0,0,0,0,0,sa747574
Nate Mondou,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0.297,0.318,0.614,0.27,68,0,0,0,0,0,sa873282
Aneury Tavarez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.301,0.381,0.681,0.29,74,0,0,0,0,0,sa598684
Hunter Cole,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.243,0.305,0.393,0.697,0.297,74,0,0,0,0,0,sa603087
Cooper Goldby,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.266,0.314,0.58,0.253,57,0,0,-0.1,0,0,sa738676
John Brontsema,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.238,0.293,0.351,0.644,0.278,69,0,0,0,0,0,sa918625
Chase Headley,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.228,0.305,0.354,0.659,0.286,75,0,0,0,0,0,4720
Luis Garcia,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.264,0.292,0.356,0.648,0.278,66,0,0,0,0,0,sa962605
Kellin Deglan,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.203,0.26,0.34,0.599,0.258,57,0,0,-0.1,0,0,sa548189
Brian Mundell,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.281,0.339,0.43,0.769,0.327,86,0,0,0,0,0,sa875185
Sebastian Elizalde,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.251,0.302,0.37,0.673,0.287,75,0,0,0,0,0,sa544568
Connor Marabell,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.256,0.296,0.384,0.68,0.289,74,0,0,0,0,0,sa858026
Bobby Wilson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.258,0.321,0.579,0.25,51,0,0,-0.1,0,0,6564
Tommy Joseph,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.244,0.298,0.441,0.739,0.31,87,0,0,0,0,0,10349
Drew Longley,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.206,0.264,0.342,0.606,0.26,57,0,0,-0.1,0,0,sa659756
Omar Estevez,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.232,0.282,0.339,0.621,0.268,65,0,0,0,0,0,sa914242
Francisco Diaz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.219,0.291,0.304,0.595,0.263,59,0,0,-0.1,0,0,sa505229
Charles Leblanc,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.247,0.304,0.362,0.666,0.287,67,0,0,0,0,0,sa738521
Chris Mariscal,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.216,0.279,0.317,0.596,0.26,62,0,0,0,0,0,sa600255
Andretty Cordero,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.252,0.289,0.388,0.677,0.287,67,0,0,0,0,0,sa830037
Brian Schales,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.217,0.287,0.351,0.639,0.275,67,0,0,0,0,0,sa828808
Lucius Fox,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.215,0.288,0.299,0.587,0.26,61,0,0,0,0,0,sa914200
